clip,system,laeq_proxy,lufs,crest_db,peak,rms,lsd_vs_ref,dlaeq_vs_ref,dlufs_vs_ref
627643__asiilanna__female-vocal,original,76.23686873580496,-16.88182237870546,15.512169221658418,0.8008811619152273,0.1342640110650817,,,
627643__asiilanna__female-vocal,broadband_limiter,74.23637390887149,-18.815679003092765,13.748148254767877,0.5267795969517249,0.10819857297710705,1.081566890367848,-2.000494826933476,-1.9338566243873032
627643__asiilanna__female-vocal,ablation_crossover_only,76.23686873580496,-16.881820031043787,15.958316981819971,0.8430929669487708,0.13426401106508154,0.017197934231114705,0.0,2.3476616739515066e-06
627643__asiilanna__female-vocal,ablation_mid_only,74.37284836572937,-18.672509493807237,12.913414758568912,0.4864664681095461,0.1099973372152141,0.5715351636219367,-1.8640203700755933,-1.7906871151017754
627643__asiilanna__female-vocal,ablation_mid_low,74.36893959967836,-18.681073714880217,12.941151118240537,0.4874604302325459,0.10987067978150522,0.5714400990817647,-1.8679291361266053,-1.7992513361747555
627643__asiilanna__female-vocal,ablation_mid_high,74.37284836572937,-18.672509493807237,12.913414758568912,0.4864664681095461,0.1099973372152141,0.5715351636219367,-1.8640203700755933,-1.7906871151017754
627643__asiilanna__female-vocal,ablation_full,74.36893959967836,-18.681073714880217,12.941151118240537,0.4874604302325459,0.10987067978150522,0.5714400990817647,-1.8679291361266053,-1.7992513361747555
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,original,65.00246098141508,-16.98230079378953,12.562774086751325,0.6937991056720497,0.16334093277793907,,,
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,broadband_limiter,65.00246098141508,-16.98230079378953,12.562774086751325,0.6937991056720497,0.16334093277793907,0.0,0.0,0.0
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,ablation_crossover_only,65.00246097895393,-16.98240308882323,12.587636643597023,0.6957878825617362,0.1633409318476671,0.03565740354338861,-2.4611495064164046e-09,-0.00010229503369885151
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,ablation_mid_only,65.00246097895393,-16.98240308882323,12.587636643597023,0.6957878825617362,0.1633409318476671,0.03565740354338861,-2.4611495064164046e-09,-0.00010229503369885151
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,ablation_mid_low,63.5639788280249,-20.012749034652174,13.275857603954957,0.5211921963813596,0.11303294014632242,0.5824474426220398,-1.4384821533901828,-3.0304482408626434
